msoa11cd,total_number_of_collisions_2018_2022,total_number_of_casualties_by_casualty_lsoa_2018_2022,total_number_of_casualties_by_msoa_of_accident_2018_2022,fatal_casualties_2018_2022,cyclist_casualties_2018_2022,pedestrian_casualties_2018_2022,car_occupant_casualties_2018_2022,motorcycle_casualties_2018_2022,horse_rider_casualties_2018_2022,snow_collisions_2018_2022,fog_or_mist_collisions_2018_2022,darkness_collisions_2018_2022,daylight_collisions_2018_2022,summer_collisions_2018_2022,winter_collisions_2018_2022
E02001665,57,42,85,2,16,4,58,4,0,6,6,16,42,16,11
E02001678,57,51,80,1,16,4,44,4,1,6,6,17,40,15,16
E02001732,57,38,79,0,7,8,54,7,0,3,3,9,48,12,12
E02001787,57,33,85,0,4,4,56,6,0,4,4,18,41,19,16
E02001937,57,74,79,0,5,11,52,5,0,5,5,11,46,16,15
E02001975,57,67,81,2,6,17,49,2,0,5,5,14,44,10,18
E02002157,57,48,68,2,12,15,36,2,0,5,5,18,39,10,15
E02002178,57,86,75,2,9,14,50,1,0,5,5,16,43,17,12
E02002262,57,48,63,0,9,17,30,4,0,5,5,18,40,20,17
E02002293,57,115,68,1,9,13,38,6,0,5,5,18,39,16,15
E02002581,57,63,73,1,17,4,36,6,0,4,5,16,42,14,24
E02002616,57,92,93,2,4,10,75,1,0,5,5,16,42,17,11
E02002643,57,78,67,1,11,18,27,8,0,6,6,22,35,11,21
E02002711,57,47,73,0,19,4,41,7,0,5,5,14,44,15,15
E02002816,57,77,75,1,7,12,54,2,0,5,5,16,41,13,17
E02002881,57,90,71,0,10,9,36,7,0,4,4,14,43,11,16
E02003048,57,54,64,0,20,10,22,10,0,4,4,15,43,19,9
E02003118,57,63,64,1,6,7,42,8,0,6,6,9,48,19,11
E02003227,57,105,79,0,12,22,40,2,0,4,4,9,50,19,19
E02003439,57,31,66,0,14,6,30,12,0,4,4,18,40,16,11
E02003467,57,53,90,1,9,7,61,6,0,4,4,14,43,14,15
E02003473,57,43,92,2,5,2,73,10,0,4,4,21,37,11,18
E02003474,57,44,86,0,7,2,68,4,0,5,5,22,35,11,18
E02003714,57,46,71,1,10,7,45,6,0,4,4,22,35,15,13
E02003742,57,78,91,1,3,4,68,9,0,5,4,11,46,14,13
E02003753,57,82,71,0,2,4,51,10,1,6,6,16,42,21,20
E02003755,57,84,79,0,2,9,53,10,0,5,5,17,41,16,11
E02003786,57,36,75,3,18,4,39,6,0,4,4,15,42,11,15
E02003832,57,36,63,0,13,17,26,4,0,4,4,18,39,15,16
E02003968,57,62,67,2,3,19,34,7,0,5,5,12,46,21,8
E02004000,57,50,70,0,5,4,49,8,0,4,4,12,45,10,14
E02004215,57,42,79,2,7,13,45,6,0,4,4,14,43,23,8
E02004296,57,45,71,0,9,8,48,2,0,5,5,9,48,21,12
E02004547,57,55,66,1,5,15,35,10,0,5,5,18,40,12,14
E02004624,57,39,99,3,9,1,72,9,0,4,3,15,43,14,13
E02004741,57,68,66,0,13,4,30,18,0,5,5,18,39,12,17
E02004813,57,88,75,0,7,7,48,11,0,4,4,20,37,13,17
E02004825,57,81,71,0,16,7,37,10,0,6,6,16,42,9,17
E02004902,57,87,71,0,8,13,37,12,0,5,5,13,44,17,8
E02004934,57,51,65,0,21,8,20,11,0,4,4,18,39,11,16
E02004991,57,58,79,0,4,13,44,10,0,4,4,12,45,10,14
E02005128,57,85,68,1,7,3,45,10,0,6,6,16,43,20,15
E02005313,57,47,63,1,9,14,27,10,0,6,6,16,43,19,14
E02005451,57,89,69,0,16,16,24,11,0,5,5,15,42,12,15
E02005452,57,111,63,1,17,9,31,6,0,8,8,21,39,14,19
E02005574,57,50,73,2,4,5,49,9,0,3,3,21,36,19,12
E02005628,57,44,86,2,1,4,60,5,2,4,4,17,40,12,12
E02005682,57,31,77,5,10,1,54,8,0,4,4,19,39,18,13
E02005834,57,78,60,0,16,13,20,5,0,5,5,16,42,15,13
E02005903,57,90,68,0,13,6,43,4,1,7,7,10,49,14,18
E02006015,57,50,70,1,3,14,40,9,0,6,6,18,39,14,16
E02006139,57,46,71,1,9,18,39,4,0,4,4,17,40,17,13
E02006256,57,104,81,2,14,14,50,2,0,6,6,18,40,15,13
E02006293,57,71,88,1,8,6,57,10,0,7,6,13,45,13,16
E02006362,57,52,76,0,12,5,47,10,0,5,5,15,44,19,15
E02006375,57,51,72,1,9,5,44,8,0,4,4,16,42,21,10
E02006528,57,72,65,1,12,11,35,6,0,7,7,10,50,17,9
E02006554,57,70,87,0,7,4,55,7,0,4,4,16,42,15,19
E02006599,57,65,84,1,5,1,61,9,0,4,5,22,37,19,14
E02006653,57,78,68,0,8,13,36,9,0,7,7,16,43,15,20
E02006736,57,29,73,1,8,10,44,5,0,4,4,22,35,15,11
E02006878,57,90,77,0,5,9,57,4,0,6,6,14,44,14,15
E02006879,57,69,58,2,2,26,17,8,0,4,4,15,42,18,12
W02000033,57,5,69,0,5,29,25,6,0,4,4,15,43,11,14
W02000095,57,13,74,6,4,3,55,9,0,4,4,15,42,13,13
W02000227,57,48,74,2,6,4,54,7,0,4,4,18,40,15,14
W02000248,57,61,73,0,10,16,36,6,0,7,7,16,43,10,15
W02000263,57,28,78,0,2,8,54,11,0,4,4,22,35,12,16
E02000226,56,71,66,0,1,11,42,12,0,5,5,15,43,12,15
E02000442,56,90,64,1,4,11,37,8,0,5,5,17,39,11,16
E02000460,56,83,66,0,8,5,37,11,0,4,4,19,38,17,10
E02000490,56,96,77,0,4,14,47,9,0,5,5,11,45,12,11
E02000550,56,118,70,0,11,11,26,15,0,6,6,17,39,12,16
E02000836,56,78,59,1,13,10,19,9,0,5,5,14,42,19,5
E02001001,56,53,74,0,12,13,39,7,0,5,5,17,41,12,18
E02001067,56,100,82,0,6,17,54,2,0,5,5,16,41,14,13
E02001273,56,43,68,2,9,25,32,0,0,5,5,22,35,17,14
E02001330,56,64,71,0,11,13,38,4,0,6,6,14,45,19,11
E02001393,56,45,75,0,13,9,45,2,0,5,5,12,45,10,18
E02001590,56,72,72,1,7,4,51,5,0,5,5,18,40,15,11
E02001614,56,46,63,0,7,16,32,5,0,7,7,17,42,15,18
E02001709,56,33,68,1,16,6,34,7,0,6,6,11,46,21,13
E02001755,56,35,76,0,6,12,54,2,0,5,5,18,39,13,19
E02001833,56,35,78,0,5,9,58,3,0,4,4,17,39,15,19
E02001852,56,83,76,0,3,12,48,3,0,4,4,15,41,15,14
E02001961,56,68,74,2,4,6,50,7,0,5,5,22,34,19,19
E02002011,56,43,83,1,6,12,57,4,0,4,4,19,37,15,15
E02002367,56,81,73,0,14,13,42,1,0,4,4,18,38,10,17
E02002373,56,53,72,0,19,20,30,0,0,4,4,22,34,12,12
E02002433,56,40,65,0,3,18,31,7,0,4,4,13,44,15,11
E02002484,56,53,80,1,20,7,46,6,0,6,6,16,43,17,13
E02002520,56,80,87,1,7,9,49,7,0,8,8,17,42,17,16
E02002585,56,69,66,1,10,12,27,11,0,6,6,18,41,11,17
E02002605,56,70,68,1,17,11,29,5,0,6,6,15,42,13,11
E02002848,56,78,66,0,7,29,26,1,0,6,6,20,37,14,16
E02002902,56,54,58,0,6,19,12,9,0,6,6,12,46,12,9
E02003032,56,87,67,0,7,11,38,9,0,4,4,13,43,14,14
E02003146,56,75,62,1,10,11,21,17,0,5,5,14,42,13,14
E02003178,56,74,74,1,15,8,36,13,0,5,5,13,44,15,13
E02003279,56,63,79,0,4,9,55,7,0,6,6,17,42,15,14
E02003340,56,92,69,0,3,16,42,6,0,5,5,14,42,12,21
E02003437,56,40,62,4,10,13,28,9,0,4,4,15,42,16,14
E02003546,56,54,65,0,30,11,13,9,0,5,5,15,42,18,16
E02003586,56,59,63,1,5,7,36,11,2,5,5,16,40,16,11
E02003639,56,81,63,2,9,16,29,8,0,5,5,18,39,16,16
E02003888,56,48,68,1,18,10,33,4,0,4,4,16,40,14,10
E02004141,56,50,76,3,4,8,57,4,0,3,3,11,45,16,12
E02004262,56,67,73,2,5,4,52,6,0,5,5,15,42,15,21
E02004544,56,86,71,1,3,7,48,7,0,4,4,27,30,20,15
E02004606,56,53,68,1,24,9,24,6,0,6,6,22,35,14,13
E02004633,56,54,70,1,1,8,51,7,0,5,5,18,39,22,12
E02004715,56,73,71,0,14,8,40,7,0,5,5,16,40,14,9
E02004744,56,107,67,0,20,7,33,6,0,5,5,20,38,16,17
E02004756,56,45,73,1,6,8,45,10,0,5,5,13,45,23,13
E02004901,56,90,66,0,10,18,24,13,0,5,5,19,39,16,16
E02004975,56,47,78,2,8,9,51,5,0,4,5,19,37,10,16
E02004998,56,61,73,0,9,8,48,4,0,4,4,15,42,17,20
E02005229,56,61,68,1,9,17,29,12,0,4,4,18,38,10,13
E02005260,56,68,76,0,11,5,55,4,0,5,5,15,41,13,18
E02005299,56,73,65,0,10,20,28,4,0,4,4,18,38,12,12
E02005335,56,33,78,2,2,3,56,11,0,5,5,16,41,20,18
E02005380,56,31,90,2,7,4,71,4,0,5,5,17,39,13,15
E02005384,56,40,79,2,10,3,50,10,0,4,4,10,46,23,10
E02005532,56,67,65,0,11,10,26,12,0,5,5,16,40,15,16
E02005546,56,73,80,0,11,12,42,13,0,5,5,17,39,15,17
E02005571,56,49,73,0,9,10,39,8,0,4,4,15,42,22,7
E02005608,56,53,76,3,3,4,54,9,0,5,5,17,40,12,14
E02005788,56,51,78,2,7,7,52,9,1,4,4,12,45,21,14
E02005800,56,53,66,2,6,23,22,11,0,5,5,13,44,23,14
E02005946,56,51,66,0,13,13,31,5,0,5,5,14,44,16,13
E02005967,56,42,66,1,19,17,26,3,0,4,4,12,45,18,14
E02006315,56,38,86,1,2,3,65,6,2,4,4,17,40,18,12
E02006352,56,47,72,0,6,6,39,17,0,4,4,17,39,10,12
E02006439,56,56,74,0,9,8,48,7,0,4,4,21,36,16,14
E02006446,56,47,71,0,8,4,50,5,0,4,4,15,41,19,16
E02006580,56,93,65,0,6,11,35,8,0,5,5,17,40,19,15
E02006594,56,108,71,1,8,5,47,7,0,4,4,15,41,11,16
E02006709,56,48,83,1,9,2,66,2,0,4,4,14,44,13,10
E02006885,56,89,59,0,10,14,17,17,0,4,4,19,38,14,15
W02000019,56,3,79,2,6,10,46,13,0,5,5,12,44,19,11
W02000026,56,6,80,5,3,10,48,11,0,4,4,10,47,18,15
W02000165,56,44,70,0,8,10,43,7,0,4,4,17,41,14,19
W02000224,56,30,81,1,4,3,58,5,0,4,4,20,36,12,18
E02000027,55,99,64,0,10,13,22,10,0,6,6,15,43,17,14
E02000126,55,105,61,0,13,11,13,14,0,4,4,16,39,15,17
E02000344,55,56,66,1,6,9,34,11,0,4,4,13,42,13,13
E02000359,55,85,64,0,17,10,26,9,0,4,4,17,39,21,14
E02000405,55,52,62,0,11,10,27,11,0,4,4,19,37,14,14
E02000502,55,61,72,1,12,10,35,9,0,5,5,20,35,10,11
E02000760,55,88,64,1,3,20,29,11,0,4,4,20,37,10,19
E02000783,55,110,64,0,6,19,28,7,0,4,4,22,34,16,18
E02000804,55,49,59,0,31,11,9,6,0,4,4,9,46,13,17
E02001089,55,32,67,3,18,14,28,2,0,5,5,18,38,15,20
E02001245,55,47,86,0,5,7,62,8,0,5,5,24,32,17,21
E02001295,55,48,71,0,7,20,37,5,0,5,5,16,39,7,18
E02001398,55,56,62,0,16,15,20,4,0,5,5,12,44,14,12
E02001491,55,46,77,0,5,11,54,3,0,5,5,18,37,21,16
E02001582,55,45,77,2,5,13,50,7,0,5,5,21,34,15,14
E02001591,55,103,67,0,9,9,38,6,0,5,5,15,41,12,13
E02001825,55,56,75,1,7,13,45,5,0,5,5,15,40,12,17
E02001902,55,60,65,0,3,6,49,1,0,4,4,15,40,7,12
E02002174,55,70,68,0,8,12,39,6,0,5,5,18,37,17,14
E02002200,55,56,73,0,4,8,45,10,0,6,6,16,40,17,11
E02002232,55,96,74,0,5,25,33,2,0,4,4,18,37,11,12
E02002261,55,50,67,1,7,9,38,7,0,5,5,18,37,13,18
E02002364,55,63,79,2,3,17,39,10,0,4,4,13,43,24,11
E02002551,55,44,70,2,6,11,42,3,0,4,4,13,42,12,16
E02002649,55,79,67,0,9,13,37,6,0,6,6,15,41,22,10
E02002729,55,65,74,0,14,3,41,9,0,4,4,15,41,11,18
E02002731,55,96,61,0,10,13,31,4,0,4,4,20,35,11,19
E02002740,55,63,63,0,15,9,26,9,0,4,4,14,41,17,11
E02002860,55,41,70,3,14,7,42,3,0,5,5,21,35,13,15
E02002915,55,46,67,0,17,6,38,5,0,4,4,12,43,14,12
E02003053,55,53,62,1,7,7,27,16,0,5,5,16,41,14,20
E02003058,55,72,68,2,5,16,38,5,0,6,6,15,40,17,10
E02003194,55,39,77,0,5,0,57,10,0,4,4,11,44,16,12
E02003255,55,118,71,1,7,4,51,5,0,6,6,20,36,13,20
E02003459,55,63,69,0,5,9,45,7,0,5,5,16,40,11,15
E02003576,55,66,64,0,7,17,27,9,0,5,5,17,38,20,13
E02003584,55,45,62,0,7,16,27,7,0,4,4,19,36,19,12
E02003635,55,74,76,1,3,9,60,2,0,4,4,23,32,9,16
E02003797,55,51,58,0,9,11,29,7,0,6,6,19,37,13,22
E02003849,55,64,67,0,8,5,40,10,0,5,5,14,41,20,10
E02003918,55,77,74,0,5,4,48,12,1,5,5,11,45,23,12
E02003994,55,54,66,0,13,17,32,4,0,5,5,21,34,12,15
E02004061,55,53,76,1,9,18,40,7,0,5,5,15,41,20,10
E02004136,55,69,71,1,9,10,42,5,0,5,5,14,42,15,19
E02004163,55,50,64,2,19,9,26,8,0,5,5,16,40,14,16
E02004303,55,59,62,2,7,16,31,5,0,6,6,15,40,14,11
E02004354,55,56,73,1,1,17,46,4,0,5,5,12,44,14,13
E02004367,55,43,80,0,8,6,51,12,0,5,5,18,40,21,10
E02004448,55,68,71,3,0,9,50,8,0,4,4,15,41,17,11
E02004452,55,63,79,2,3,3,56,11,0,6,6,16,41,18,20
E02004801,55,60,69,1,12,10,42,3,0,5,5,11,44,18,13
E02005200,55,78,68,0,11,10,29,12,0,4,4,11,44,22,10
E02005337,55,59,73,1,9,8,49,3,0,7,7,26,31,14,18
E02005408,55,52,72,3,2,4,45,10,0,4,4,14,41,11,12
E02005506,55,59,90,6,0,2,69,3,0,4,4,16,40,11,19
E02005518,55,76,62,0,8,15,30,7,0,6,6,14,44,16,17
E02005586,55,81,63,0,20,12,19,7,0,6,6,19,36,23,13
E02005641,55,40,74,1,5,5,56,4,1,4,4,11,45,16,15
E02005651,55,24,67,4,7,10,33,5,0,4,4,24,31,10,15
E02005768,55,27,91,2,4,0,67,8,0,4,4,14,43,15,16
E02006138,55,69,66,2,9,16,27,10,0,4,4,28,28,12,17
E02006161,55,20,82,4,4,1,60,11,0,5,5,14,43,21,16
E02006229,55,53,80,2,4,7,65,3,0,3,3,7,49,17,12
E02006486,55,48,79,1,6,7,59,5,0,5,5,17,39,18,14
E02006505,55,42,79,2,3,11,51,6,0,4,4,18,37,13,10
E02006755,55,41,71,4,2,1,47,14,2,4,4,14,43,17,10
E02006765,55,33,70,3,5,4,47,8,0,4,4,10,45,16,12
E02006785,55,82,63,0,3,10,31,15,0,4,4,15,40,13,15
W02000014,55,2,77,5,10,6,51,7,0,4,4,11,45,20,11
W02000049,55,5,81,0,3,11,58,5,1,6,4,10,45,11,19
W02000215,55,42,73,0,12,8,36,11,0,6,6,16,40,12,17
W02000272,55,46,69,0,3,18,35,6,0,7,7,16,42,18,12
W02000313,55,33,71,1,3,14,42,9,0,6,6,19,37,19,13
W02000357,55,41,83,1,9,13,44,6,0,5,5,19,36,15,14
E02000128,54,62,63,1,6,12,30,9,0,5,5,16,38,12,18
E02000271,54,61,61,0,13,10,6,24,0,4,4,21,35,20,16
E02000441,54,56,68,2,7,11,35,7,0,4,4,12,42,17,7
E02000482,54,40,70,1,3,9,38,6,0,5,4,14,41,15,10
E02000998,54,77,72,1,5,11,50,3,0,5,5,11,43,13,15
E02001068,54,84,70,2,11,9,44,2,0,4,4,22,32,16,14
E02001125,54,34,81,1,5,5,59,4,0,5,5,19,35,17,14
E02001211,54,32,76,0,6,5,52,6,0,4,4,17,38,10,12
E02001348,54,45,74,1,10,16,45,2,0,5,5,12,42,12,11
E02001434,54,43,76,0,10,9,43,8,0,5,5,15,40,18,13
E02001460,54,55,63,0,19,11,23,2,0,5,5,17,37,14,13
E02001675,54,54,75,0,5,14,46,2,0,6,6,18,37,17,13
E02001744,54,38,68,0,13,5,43,4,0,5,4,19,35,13,15
E02001921,54,48,72,1,5,8,47,7,0,5,5,15,40,14,7
E02001991,54,37,77,1,6,14,50,4,0,6,6,20,36,13,18
E02002096,54,57,69,0,9,10,36,4,0,6,6,20,34,13,12
E02002191,54,124,66,1,4,27,28,6,0,6,6,20,35,15,13
E02002388,54,66,66,1,14,11,25,14,0,5,5,12,42,15,9
E02002863,54,36,75,4,5,2,50,8,0,4,4,15,39,19,10
E02003098,54,65,68,1,11,2,42,9,0,6,6,16,39,15,22
E02003203,54,53,65,0,14,9,26,11,0,5,5,14,40,10,17
E02003218,54,70,62,0,11,12,28,10,0,4,4,13,42,13,15
E02003326,54,114,67,0,4,19,42,2,0,5,5,11,44,14,9
E02003424,54,42,67,3,15,7,34,8,0,5,5,7,48,14,13
E02003553,54,69,65,0,8,10,35,9,0,4,4,19,35,17,14
E02003652,54,39,75,1,5,2,57,6,0,4,4,10,45,18,13
E02003820,54,53,64,0,16,7,33,4,0,4,4,18,36,14,15
E02003827,54,78,61,0,15,11,22,9,0,5,5,17,40,15,17
E02004055,54,51,72,1,6,9,43,10,0,5,5,15,41,17,15
E02004097,54,49,71,2,8,12,41,8,0,5,5,10,44,24,8
E02004100,54,53,71,0,10,12,32,10,1,5,5,17,38,16,13
E02004151,54,77,78,1,7,16,40,12,0,5,5,15,40,13,19
E02004338,54,49,81,1,5,6,54,10,0,3,3,19,36,15,9
E02004399,54,90,70,0,4,8,35,16,0,5,5,10,46,19,10
E02004412,54,81,65,1,3,9,43,6,0,5,5,14,42,12,8
E02004518,54,65,66,0,7,11,29,10,0,4,4,8,46,14,13
E02004600,54,36,63,0,10,10,33,6,0,4,4,16,39,12,14
E02004699,54,59,63,1,3,3,41,13,0,6,6,12,44,14,16
E02004796,54,60,68,1,6,6,40,14,0,6,6,14,44,14,19
E02004883,54,39,76,2,3,5,57,7,0,3,3,12,42,21,16
E02005044,54,56,68,2,5,19,37,4,0,4,4,12,43,19,6
E02005126,54,90,66,0,3,12,39,7,0,5,5,11,43,11,19
E02005211,54,59,70,0,7,15,40,7,0,6,6,17,39,11,13
E02005448,54,109,71,0,9,9,41,5,0,4,4,9,45,11,16
E02005805,54,54,67,3,11,6,37,13,0,5,5,8,49,17,11
E02005847,54,47,61,0,7,15,26,9,0,4,4,14,40,13,18
E02005907,54,82,69,0,4,14,34,11,0,6,6,11,44,17,14
E02006003,54,40,81,1,6,0,60,8,0,4,4,11,43,13,15
E02006057,54,55,60,0,5,17,33,4,0,4,4,14,40,16,14
E02006295,54,62,67,1,9,6,45,5,0,5,5,9,47,15,10
E02006303,54,88,61,0,18,12,23,7,0,5,5,11,44,13,17
E02006335,54,65,72,0,6,9,44,8,0,5,5,16,39,12,19
E02006427,54,66,64,0,5,5,43,8,0,4,4,17,37,16,11
E02006761,54,42,55,0,10,23,15,4,0,3,3,11,44,18,13
E02006788,54,116,59,1,4,9,31,13,0,5,5,18,37,18,11
W02000147,54,55,72,2,3,0,55,1,0,5,5,22,34,19,20
W02000151,54,41,70,3,0,4,40,22,0,5,5,12,44,15,10
W02000290,54,53,77,1,5,8,53,4,0,6,6,22,35,12,12
W02000295,54,46,79,1,3,8,61,4,0,6,6,16,41,21,11
E02000418,53,38,59,0,7,7,19,21,0,4,4,10,43,12,18
E02000447,53,73,59,0,9,13,21,13,0,4,4,21,32,11,17
E02000561,53,65,59,0,25,5,7,16,0,4,4,12,41,14,16
E02000897,53,64,69,0,4,19,32,6,0,5,5,13,41,15,16
E02001235,53,53,85,1,5,12,43,2,0,4,4,15,38,15,13
E02001349,53,73,71,1,11,14,34,7,0,5,5,13,42,13,15
E02001386,53,71,73,1,12,13,31,3,0,6,6,10,43,18,13
E02001400,53,58,70,0,10,10,44,0,0,4,4,13,39,13,12
E02001457,53,54,76,1,9,5,49,5,0,5,5,12,42,13,15
E02001472,53,50,83,0,8,6,55,11,0,4,4,15,38,14,7
E02001501,53,43,63,2,8,8,43,2,0,5,5,7,47,14,14
E02001608,53,40,68,3,4,10,44,8,0,4,4,19,34,14,14
E02001727,53,55,71,0,14,9,36,7,0,6,6,14,39,12,8
E02001813,53,58,76,1,5,10,43,5,0,7,7,16,39,17,11
E02001906,53,72,69,1,6,11,46,2,0,6,6,21,33,12,14
E02001924,53,81,67,2,5,11,43,8,0,4,4,16,37,14,15
E02002024,53,63,63,0,6,9,41,5,0,5,5,11,43,14,19
E02002095,53,45,83,2,6,10,60,3,0,5,5,19,35,15,10
E02002158,53,57,69,1,3,9,48,6,0,5,5,15,38,11,15
E02002211,53,76,70,4,1,14,49,3,0,4,4,20,33,12,12
E02002289,53,86,65,1,7,14,37,4,0,4,4,18,35,12,10
E02002292,53,33,63,1,8,9,40,3,0,4,4,20,33,19,13
E02002295,53,81,69,1,5,12,43,6,0,4,4,11,42,17,13
E02002391,53,45,75,1,6,14,48,1,0,5,5,16,39,13,12
E02002598,53,50,62,0,14,10,31,4,0,4,4,18,35,16,10
E02002742,53,38,62,1,11,13,32,4,0,4,4,15,39,17,15
E02002762,53,85,63,1,15,8,31,5,0,4,4,18,35,17,14
E02002832,53,46,73,1,9,18,38,3,0,5,5,21,33,16,14
E02002873,53,89,64,0,6,13,27,7,0,6,6,16,38,17,11
E02002968,53,32,67,0,4,10,42,9,0,6,6,18,36,14,14
E02003016,53,65,59,0,12,16,17,12,0,4,4,18,35,15,16
E02003023,53,50,73,1,11,5,42,10,0,4,4,19,35,12,19
E02003059,53,51,69,0,9,12,34,10,0,4,4,18,35,12,12
E02003245,53,94,71,1,12,5,45,7,0,5,5,18,35,10,14
E02003321,53,91,70,0,1,18,37,11,0,4,4,14,39,15,7
E02003331,53,106,74,1,1,7,52,9,0,6,6,9,45,16,13
E02003373,53,45,76,1,6,2,58,4,0,5,5,15,40,9,12
E02003436,53,66,67,2,12,11,37,6,0,5,5,13,40,13,12
E02003440,53,41,64,0,19,5,23,13,0,6,6,14,41,19,11
E02003545,53,68,60,0,20,18,12,7,0,4,4,18,36,7,18
E02003598,53,71,59,0,8,10,30,8,0,5,5,15,39,14,12
E02003746,53,61,73,4,6,12,43,5,0,4,4,14,39,14,13
E02003749,53,52,70,4,3,3,49,8,0,4,4,12,41,15,17
E02003778,53,57,84,4,9,4,55,8,0,4,5,22,33,12,15
E02003788,53,45,75,1,14,5,43,5,0,5,5,15,38,21,13
E02003958,53,78,78,3,0,7,49,12,0,5,5,13,42,17,12
E02003981,53,44,65,0,10,7,36,6,0,5,5,12,43,14,15
E02004108,53,54,71,1,11,9,39,5,0,5,5,8,46,13,8
E02004326,53,47,64,2,6,6,39,9,0,4,4,10,44,17,9
E02004520,53,85,78,0,10,13,36,12,0,5,5,9,45,12,14
E02004580,53,89,68,1,8,10,33,8,0,8,8,18,37,18,15
E02004610,53,24,61,1,21,14,21,3,0,5,5,11,43,15,13
E02004766,53,68,56,1,16,14,15,2,0,4,4,15,38,13,13
E02004939,53,44,79,0,4,3,59,7,0,4,4,15,38,12,14
E02004940,53,67,66,0,8,3,44,9,0,5,5,15,39,12,9
E02005058,53,90,64,0,7,11,39,6,0,5,5,15,38,15,17
E02005105,53,95,64,0,10,12,34,6,0,5,5,6,48,18,10
E02005113,53,62,76,0,6,14,45,6,0,4,4,14,39,11,13
E02005223,53,59,71,1,2,8,50,9,0,5,5,14,39,17,18
E02005315,53,59,78,2,10,9,46,5,0,6,6,14,39,22,10
E02005327,53,60,73,0,7,2,52,7,1,3,3,11,43,15,12
E02005611,53,84,60,1,7,13,28,10,0,7,7,12,43,20,11
E02005665,53,52,69,0,6,7,51,4,0,5,5,16,38,10,15
E02005676,53,37,56,0,6,9,30,7,0,4,4,15,39,15,12
E02005725,53,43,67,2,13,7,42,2,0,4,4,9,45,18,11
E02005761,53,32,80,6,8,3,51,17,0,5,4,12,41,16,8
E02005766,53,35,72,4,8,11,39,10,0,4,5,13,40,16,13
E02005785,53,89,63,0,9,17,26,9,0,7,7,16,41,13,13
E02005872,53,29,70,0,10,2,48,4,0,3,3,21,32,14,20
E02005930,53,52,72,4,3,7,45,7,0,5,5,14,39,11,15
E02005998,53,32,68,1,8,5,42,10,0,4,4,10,44,21,8
E02006039,53,45,83,0,4,3,64,5,0,5,5,17,36,12,16
E02006106,53,60,75,0,11,7,49,6,0,5,5,15,38,17,15
E02006198,53,41,83,1,3,6,64,7,0,5,5,15,41,20,14
E02006382,53,74,69,0,4,7,46,7,0,4,4,18,35,15,12
E02006477,53,49,68,0,11,6,42,3,0,5,5,17,37,11,16
E02006560,53,91,73,0,10,4,51,7,0,6,6,15,40,14,15
E02006642,53,47,71,0,1,2,47,12,0,3,3,10,43,13,15
E02006676,53,39,76,5,1,2,57,8,0,4,4,13,42,16,12
E02006706,53,42,65,0,5,25,24,5,0,4,4,16,37,12,9
W02000035,53,3,72,0,5,11,39,10,0,6,6,13,43,16,15
W02000056,53,7,75,3,5,4,46,16,1,3,3,10,43,17,12
W02000253,53,33,75,1,5,9,51,5,1,4,4,18,35,18,14
E02000472,52,100,70,0,5,9,45,4,0,6,6,15,37,12,11
E02000501,52,64,62,0,10,6,33,10,0,5,5,18,35,14,7
E02000507,52,65,63,1,4,6,43,7,0,5,5,23,30,12,11
E02000695,52,152,56,0,4,14,18,19,0,5,5,17,37,14,8
E02000802,52,56,57,0,17,8,14,10,0,4,4,7,47,21,9
E02000826,52,138,61,0,13,12,16,12,0,5,5,15,38,17,17
E02001014,52,49,68,1,6,6,45,7,0,5,5,21,33,15,20
E02001017,52,55,67,2,5,4,49,6,0,7,7,16,38,15,11
E02001147,52,55,68,0,4,12,38,6,0,5,5,18,34,15,15
E02001242,52,32,72,1,9,7,42,6,0,4,4,12,41,14,6
E02001294,52,29,62,1,5,17,29,5,0,5,5,19,34,15,15
E02001478,52,62,65,1,8,12,39,2,0,5,5,14,39,12,14
E02001530,52,77,80,2,2,13,52,8,0,4,4,18,34,11,15
E02001620,52,10,73,0,1,8,54,5,0,4,4,12,40,15,13
E02001797,52,26,67,3,7,6,39,9,1,5,4,18,35,12,13
E02001864,52,77,77,0,1,16,56,1,0,4,4,18,34,12,12
E02001993,52,58,66,0,8,19,34,2,0,4,4,10,42,11,14
E02002102,52,52,68,0,10,12,40,5,0,5,5,14,40,14,11
E02002121,52,62,69,1,3,18,39,4,0,4,4,11,41,15,9
E02002130,52,64,77,1,5,13,52,6,0,4,4,14,38,15,9
E02002131,52,51,68,0,2,9,48,6,0,5,5,18,34,10,20
E02002132,52,47,60,1,9,5,36,3,0,4,4,22,31,13,17
E02002253,52,92,69,0,7,14,44,1,0,4,4,13,39,14,15
E02002297,52,57,76,0,4,4,54,7,0,4,4,15,37,10,12
E02002351,52,41,86,3,5,8,60,3,0,4,4,12,41,18,11
E02002469,52,46,77,0,1,5,54,6,0,4,4,18,35,13,16
E02002537,52,48,69,2,10,6,39,5,0,6,6,17,36,11,14
E02002612,52,35,62,0,10,16,29,5,0,6,6,13,40,13,11
E02002618,52,91,70,1,1,26,39,2,0,4,4,17,35,15,15
E02002670,52,89,62,0,19,9,26,3,0,5,5,15,39,12,14
E02002699,52,56,68,1,13,5,39,8,0,6,6,12,41,15,12
E02002750,52,82,70,3,6,3,52,6,0,4,4,14,39,15,13
E02002837,52,72,63,0,7,20,27,4,0,4,4,19,33,11,11
